datetime,electricity_load,temperature,humidity
2022-01-01 00:00:00,104.96714153011233,15.773883138444203,56.18874101164441
2022-01-01 01:00:00,103.79373789033856,18.774418036938695,66.88017720664664
2022-01-01 02:00:00,116.47688538100692,10.879202433408418,46.918258900380714
2022-01-01 03:00:00,129.3724341878112,23.64971265780763,48.50704394957058
2022-01-01 04:00:00,114.97897432845541,4.936299135740992,57.01564704352554
2022-01-01 05:00:00,116.97714695628957,22.449180972418493,46.34396296662325
2022-01-01 06:00:00,135.79212815507393,14.946205919432536,40.99529721043339
2022-01-01 07:00:00,126.99286381731046,20.185032632916318,45.06522840380245
2022-01-01 08:00:00,112.62576421633926,16.991335733021412,57.57285411551233
2022-01-01 09:00:00,119.5677360595906,16.902305616112358,66.30530816325475
2022-01-01 10:00:00,105.36582307187538,17.94340594169095,66.51366534392827
2022-01-01 11:00:00,100.51908336634786,19.21740500699724,75.87915432539091
2022-01-01 12:00:00,102.41962271566034,13.527979428622148,61.0166511757086
2022-01-01 13:00:00,75.6908166513716,20.346129214189528,62.36200512328828
2022-01-01 14:00:00,72.75082167486967,9.749780443664429,57.49592962971656
2022-01-01 15:00:00,80.23498908385933,15.145480694927723,57.98173534263991
2022-01-01 16:00:00,72.551180720967,19.35198318291973,80.80545331595212
2022-01-01 17:00:00,83.82395680017136,20.147221459637795,62.61351437255032
2022-01-01 18:00:00,70.91975924478788,17.47607780286535,63.482742690941215
2022-01-01 19:00:00,66.55844646086571,13.205171371779668,48.548856970830336
2022-01-01 20:00:00,97.33597961352677,19.655672453401863,64.10422274905068
2022-01-01 21:00:00,83.6001013714037,11.82530236596458,66.58331979323465
2022-01-01 22:00:00,90.67528204687923,23.929178930302903,71.10310127937865
2022-01-01 23:00:00,80.57613723581501,14.748779074060026,66.30084524901501
2022-01-02 00:00:00,94.55617275474818,7.646087645197655,58.73261771916017
2022-01-02 01:00:00,106.28560679914908,9.370798776144698,58.305766871367915
2022-01-02 02:00:00,98.49006422577698,15.562434300625394,59.27919321231097
2022-01-02 03:00:00,117.89911580718767,16.043342472857724,61.071870435609036
2022-01-02 04:00:00,111.31412117650072,25.192499540982936,72.67650440806179
2022-01-02 05:00:00,116.40157902784861,10.151719428156326,70.72639549201207
2022-01-02 06:00:00,113.98293387770603,15.541527112747112,67.5291095372578
2022-01-02 07:00:00,137.84129837087076,10.047109080817174,80.29209980470299
2022-01-02 08:00:00,117.18553582830944,12.88094185016044,33.437616247231745
2022-01-02 09:00:00,103.56502633417195,23.764076266574147,55.399414256739696
2022-01-02 10:00:00,118.22544912103189,9.662535000447503,59.88727380885617
2022-01-02 11:00:00,92.96794440234021,18.279428236566627,53.27770526039027
2022-01-02 12:00:00,102.08863595004756,17.308752911299415,50.70249275347609
2022-01-02 13:00:00,75.22691785915183,15.223358984436414,42.828403596367934
2022-01-02 14:00:00,76.71813951101569,17.941399232186146,56.88671387915738
2022-01-02 15:00:00,87.8264767349603,9.544114206511015,68.94027053841832
2022-01-02 16:00:00,90.06415772426534,23.625828655245243,67.73936342304273
2022-01-02 17:00:00,82.39516628611833,24.968443591845062,52.478701137592985
2022-01-02 18:00:00,78.8435171761176,15.579739605024024,62.20245078531686
2022-01-02 19:00:00,77.67044651832573,27.45974676929523,73.57599815216092
2022-01-02 20:00:00,67.89427202063696,13.349076458477855,44.799329546547675
2022-01-02 21:00:00,78.65942229232196,17.346376085508858,58.4116401962747
2022-01-02 22:00:00,85.39361229040213,22.503661435100025,62.864962908089396
